检测技术,角位移,瞬态温度,材料强度,能量法,综合性能,暗线黑度,慢应变速率,定量,峰值应力,气化关键设备压力容器,设计优化,焊后热处理,结构安全,疲劳分析,传热模拟,载荷历程效应,疲劳排除,晶间腐蚀敏感性,断裂评定,爆炸焊接,失效预防,离线检测,耐压试验,管道速接头,椭圆形封头,厚壁圆筒,大直径接管,复杂管道,螺栓法兰连接,螺旋缝埋弧焊管,,异径管,棘轮行为,不锈钢复合钢板,紧凑式换热器,锅炉和压力容器,夹套容器,脱硫反应器,,,,,,冷凝器,球罐,大型储罐,子母罐,三聚氰胺废水分解塔,车用铝内胆碳纤维全缠绕氢气瓶,聚合釜,,发球筒,急冷锅炉,热输出,交流阻抗,气压胀接,环烷酸,裂纹合并准则,压痕应变法,马尔可夫模型,电子束焊接,焊缝开裂,手工电弧焊,压力降,真应力—应变曲线,受力平衡,应变强化不锈钢S31608,铁素体FN,,金相,界面结构,高效性,控制变形,矩形大开孔,欧洲先进压水堆
特种设备安全技术规范,热源模型参数,稳态温度,法兰强度和刚度,冲击吸收能量,接头性能,熔区长度,比率塑性功,流量,数值解,设备评级,日常制造检验,不停车处理,安全措施补偿,相关性分析,模拟PWHT,动力学理论,高温低周疲劳,腐蚀裂纹,断裂韧性,化学爆炸,失效评定图,定期检验,爆破试验,P91钢焊接接头,封头,复合壳,斜接管,压力管道快速连接,烧嘴法兰,连接螺栓,,低翅片管,棘轮边界,复合板焊接,发夹式换热器,复合材料压力容器,1类容器,PX氧化反应器,,,,,,高耸塔器,混合式球罐,液化天然气储罐,分离罐,脱硫塔,氧气瓶,萃取釜,,内压圆筒,锅炉,耐热钢CrMoCoV,液压胀形,加气站,硫酸浓缩,应变准则,垂直接触法,现场焊接修理,焊接,焊缝成形,双丝埋弧焊,压力推力,载荷应力再分布,内积功,25Cr2NiMo1V钢,针状铁素体,,铝合金,拉撑结构,周期性,冷成形,波形特征,冷却水
微试样试验技术,疲劳强度减弱系数,脆性转变温度,强度分析,能量传递,材料性能,厚度计算,慢应变拉伸速率,定量RBI,极值窗口,海上石油天然气设备,机械制造业,局部焊后热处理,接管和安全端,损伤分析,地震模拟实验,灰色理论,疲劳比,腐蚀与防护,断裂控制,爆炸轧制,缺陷返修,检验周期,火烧试验,镍基焊接接头,16MnDR封头,纵流管壳式换热器,大口径插入式斜接管,悬空管道,衬环法兰,X60螺旋焊管,,轴封水管线,,双相钢复合钢板,非对称换热器,核反应堆压力容器,氢气无缝容器,合成反应器,,,,,,再热器引入,大型球罐,球形储罐,罐式汽车,焦炭塔,环缠绕气瓶,高压釜,,单节筒体一次成型,制氢转化炉,热振荡,胀合液压力,耐湿硫化氢,,风险可接受准则,BellGhaly方法,现场组焊,焊接性,深厚焊缝,扩散焊,胀接压力,威布尔应力,作用力,含氮不锈钢,铁素体带,,哈氏合金C4,结构改进,紧密性,偏转变形,波形变化,冷凝水滴
技术方案,参数化模型,无塑性转变温度,强度裕度,大线能量焊接,性能退化,H浓度,慢应变速率拉伸试验,混合离散变量,极值分布,核级设备,管束制造,防腐处理,工业安全,事故分析,快速有限元算法,损伤累积理论,疲劳寿命,高温硫腐蚀,韧脆转变断裂韧性,爆炸容器,管道失效,检测方案,工艺试验,同质接头,封头整体冲压,层次结构,轴向斜接管,核级管道,法兰,主螺栓,,软管组件,,三叶孔板,预应力换热器,反应堆压力容器,绕丝容器,甲醇合成反应器,,,,,,高压给水加热器,10000m3天然气球罐,立式圆筒型储罐,充液罐车,塔裙连接型式,车用瓶阀,,,圆筒模型,减粘炉,再热裂纹敏感性,无模液压成形,气体升压规律,,评定标准,修正θ法,HLP模型,焊接顺序,密缝焊缝,焊工,最大允许积聚压力,应力应变评定,复合力矩,Cr5Mo钢,铁镍基合金,,VN微合金化,细长结构,总体塑性变形,蠕变变形,反拱形爆破片,人造海水
声发射技术,临界裂纹尺寸,管壁温度,持久强度,能量分配,组织与性能,缺口高度,降温速率,质量检测,数值分析,核岛主设备,工艺设计,二次热处理,本质安全,成因分析,模拟试验,双轴棘轮效应,疲劳寿命预测,氧化氯化腐蚀,脆性断裂,火灾,失效换热管,周向超声检测,预测,钢板及焊接接头,瓜瓣封头,椭球壳体,马鞍形接管,工业管道,螺栓法兰,连续螺旋折流板换热器,,蒸汽发生器传热管,,三叶孔板换热器,美国换热器协会,反应堆压力容器RPV,高温高压容器用钢,大型反应器,,,,,,爆破片夹持器,乙烷球罐,储罐,罐式集装箱,高耸空塔,非重复充装焊接钢瓶,,,筒形件,德士古气化炉,热固耦合,流体流动,变换气,,欧洲焊接标准,钻孔法,工程估算公式,粗晶区焊接韧性,225Cr1Mo025V焊缝,带极电渣堆焊,压力范围,平均应力松弛,抗拔力,双相不锈钢,网状铁素体,,金相观察,组合结构,弹塑性,变形控制,圈形波,超水压
预警技术,尺寸效应,成形温度,强度校核,冲击吸收能量KV2,焊接接头力学性能,圆度,疲劳裂纹扩展速率,流量不均幅值,月平均风速极大值,超限设备,设计制造,热成型及热处理,安全管理,残余应力分析,有限元模拟,包辛格效应,疲劳循环,管道腐蚀防护,断裂模式,敞开式火灾,损伤容限,磁记忆检测,差压试验,异种钢焊接接头,椭圆封头,不锈钢堆焊层剥离,接管段,复合材料管道,法兰密封,螺栓预紧,,热煨弯管,,C27616MnR复合板,加氢高压换热器,压力容器用钢,承压容器,预加氢反应器,,,,,,橡胶阻尼器,LNG双球球罐,低温储罐,卧式搅拌罐,汽提塔,焊接绝热气瓶,,,压制锅筒,乙烷裂解炉,热循环,液化天然气,加氢裂化,,5最大主应变准则,循环计数方法,Beremin模型,焊接构件,异种金属焊缝,药芯焊丝电弧焊工艺,爆破压力,应力集中,拉脱力,FeCrNi奥氏体不锈钢,,,25Cr35NiNb微合金,主结构应变,塑性载荷,冲压成形,矩形微通道,水室
规则化数据还原技术,Zig Zag角度,温度变化速率,外压强度,夏比冲击吸收能量,性能试验,弹簧刚度,概率断裂力学,蒸发流量,门槛值,设备支撑,球形储罐制造安装,消应力处理,安全评估,失稳分析,非线性有限元,贝叶斯理论,疲劳损伤,应力腐蚀,延性韧窝断裂,低速爆炸载荷,冲击损伤,检验及修复,试验方法,管子管板接头,凸形封头,半圆柱壳,开口接管,主蒸汽管道,组合法兰,螺旋管,,90°弯管部件,,钛铝复合板,浮头式换热器,塔式压力容器,深冷容器,氧氯化反应器,,,,,,旋风分离器,15MnVNR钢制球罐,LNG储罐,罐口,减压塔,大容积钢质内胆环向缠绕气瓶,,,筒节,废热锅炉,热喷涂,运动流体,储气井,,规范案例2843,正装法,约束方程,异种合金焊接,小Ω焊缝,药芯焊丝电弧焊,压力平衡装置,应力分布,浮升力,超级不锈钢,,,NiCr合金,密封结构,数据分散性,变形,O形密封环,801胶水
数值模拟技术,鼓胀系数,热处理温度,结合强度,,低温冲击性能,密度差,应变速率,合金元素含量,有限元数值仿真,核电设备,安全设计,焊后热处理工艺验证,结构完整性评价,减振分析,有限元方法,薄壳理论解,疲劳校核,腐蚀试验,,气瓶爆炸,低温硫化物损伤,检测,氦泄漏试验,电熔接头,平盖封头,无折边锥壳,接管,压力管道标准体系,三通封堵器开槽法兰,水平螺旋管,,爆管,,储罐底板,鳍片换热器,反应堆压力容器支座,矩形常压容器,CVD反应器,,,,,,翅片油冷却器,氧气球罐,液氨储罐,LNG低温液体运输罐车,碱洗塔,气瓶水压内测法,,,筒体锻件,炉内法,对流换热,N甲基二乙醇胺溶液,气泡,,标准化,三维虚拟裂纹闭合法,推定模型,在线焊接,对接焊缝,胀焊结合,密封接触压力,应力状态,地震力,BHW35钢,,,哈氏C2000合金,二维结构,O形密封环弹塑性接触,温压成形,界面形状,压水堆核电站
创新技术,自紧式八角垫,温度,蠕变强度,,局部力学性能,临界长度,概率分析,非线性分量,熵权值,尿素高压设备,蒸汽发生器制造,等效线性化处理,安全完整性等级SIL,系统性分析,热模拟,时滞效应,蠕变疲劳交互作用,局部腐蚀,,爆炸焊复合钢板,咬边缺陷,风险检验,实验,管接头,锻制平封头,侧壁烧嘴,周向斜接管,氨制冷压力管道,非标准法兰,螺旋焊缝,,管土作用,,904L不锈复合板,深槽结构微型换热器,简单压力容器,卧式容器,,,,,,,乙酸加热器,,常压储罐,石油罐区,急冷塔,低温气瓶,,,烘筒,注汽锅炉,热冲击,单相流,气体泄漏,,材料标准,修正弹性补偿法,Manson―Coffin方程,在役焊接,多道焊缝金属,双人双面焊工艺,整定压力,高残余应力,裂纹扩展阻力曲线,125Cr05Mo钢,,,宏观金相,翻边结构,稳定性,成形工艺,椭圆形丁胞,快速水冷却
修复技术,尺寸精度,温度载荷,强度评定,,组织性能,轴向非线性刚度,延伸率,排量,临界值,压力设备,国产化制造,预防处理,完整性评价,反对称载荷分析削弱圆板,有限元计算,闭合效应,疲劳,晶间应力腐蚀开裂,,爆炸焊,微观损伤,激光检测,优化试验,X70管线钢环焊接头,厚壁大直径球形封头,薄壁圆柱壳,,一级管道,非标准容器法兰,可拆式螺旋板换热器,,加强型波纹管,,复合钢板,取样换热器,压力容器,塔式容器,,,,,,,摩擦阻尼器,,,浮顶油罐,氨中和塔,高压气瓶钢,,,筒体端部,变换炉,热电厂空冷系统,气液两相流,气缸,,API标准,布置方法,计算公式,消除焊接残余应力,,内孔对接焊,屈曲失稳临界压力,弹性应力,多功能,铁素体钢,,,镍及镍合金,进出口结构,轴向稳定性,,正拱形爆破片,压水堆
探头技术,分布规律与参数,参考温度,条件屈服强度,,组织和性能,高度分辨率,概率非概率混合模型,定量超声检测,最大许用应力值,临氢设备,制造特点,环缝局部电加热处理,核电安全端,疲劳试验和分析,模拟Ding试验,精细化统一理论,变幅疲劳,一次侧应力腐蚀开裂,,爆炸地震波,损伤Jd积分,基于风险的检测RBI,寿命预测,钎焊接头,锆封头,聚液壳,,管道流动,连接法兰,抗剪螺栓,,外压波纹管,,SA738GrB钢板,蓄热式换热器,球形压力容器,对称矩形截面容器,,,,,,,汽水混合加热器,,,罐体,尿素合成塔,钢瓶,,,外压圆筒,延迟焦化加热炉,长期过热,高压水射流喷丸,烟气,,R6规范,球压痕法,模型,焊接应力,,手工钨极氩弧焊,极限压力,名义应力范围,塑性力学,双相钢,,,相变材料,支撑结构,弹塑性界面,,波形膨胀节,水浸超声
有限元技术,LarsonMiller参数法,稳态温度场分布,连接强度,,性能验证,应力三轴度,率相关,损伤变量D2,数值试验,设备法兰,轻型化设计,敏化处理,评价,内压屈曲分析,有限元仿真,可拓理论,疲劳蠕变,防腐蚀对策,,爆炸,失效后果,导波检测,验证性实验,换热管与管板接头,压力容器和封头加热,薄壁,,油气管道,大直径法兰,螺栓连接装配资质,,虚拟光管,,搭接板,开放式结构换热器,快开门式压力容器,绕丝式超高压容器,,,,,,,铝质冷却器,,,液化天然气LNG罐箱,二氧化碳汽提塔,低温绝热气瓶,,,筒体鼓凸,鲁奇式气化炉,传热单元,湍流激励,加氢精制,,法规标准,一次结构法,解耦模型,水平支承焊接,,埋弧焊,泄放压力,应力控制,承压能力,SAF2507双相不锈钢,,,难熔金属,补强结构,应变线性化,,J形坡口,水泥环
合成孔径聚焦技术,阻力系数,温度限制,强度胀接,,焊接性能,图纸名义厚度,开盖率,轻量化,临界值范围,搪玻璃设备,正交设计,泄漏处理,安全高效运行,流体动力学分析,扩展有限元法,网格理论,疲劳破坏,晶间腐蚀开裂,,气体爆炸,失效模型,快速检测,插销试验,奥氏体不锈钢焊接接头,换热器封头,堆焊层裂纹,,管道法兰,浮头法兰,螺孔,,冷管,,中厚不锈钢钢复合板,立式夹套换热器,搪玻璃压力容器,高压储氢容器,,,,,,,汽水分离再热器,,,LPG铁路罐车,硝酸吸收塔,车用高压燃料气瓶,,,筒体,电炉,环状蓄热体,流弹失稳,天然气,,标准体系,生死单元法,中径公式,回火焊道焊接,,内孔焊,压力边界,应力松弛,重力载荷,1Cr5Mo钢,,,特种材料,限位支撑结构,严密性试压,,马鞍形,压水反应堆
制造技术,形状系数Y,温度分布,应力强度评定,,连接性能,投料厚度,慢应变速率拉伸,折算质量法,K值,新型双锥回转设备,疲劳设计,热处理工艺,安全泄压装置,层次分析,接触有限元,变形理论,热机械疲劳,缝隙腐蚀,,爆炸复合,氢损伤,数字射线检测,水压试验,螺栓法兰接头,封头成形,堆焊层,,超高压蒸汽管道,法兰连接,特殊螺纹,,热管蒸汽发生器,,平板试件,气气换热器,钛制压力容器,搅拌容器,,,,,,,倒置立式高压加热器,,,罐底,焦炭塔裙座,气瓶阀,,,汽包筒体,700℃超超临界锅炉,一维非稳态导热反演,雨流计数法,抗氢钢焊缝,,ASME规范案例26051,金属磁记忆法,GursonTvergaard模型,应用与焊接,,无钎剂钎焊,临界失稳压力,残余应力应变,支座反力,低碳钢,,,金属与金属接触,大开孔结构,塑性弯矩,,地震波波形,氨水槽
冷装技术,缺陷尺寸,单温度,强度性能,,冲击性能,刚度叠加法,存活率,法兰轻量化,抛物线插值,加氢设备,制造,最大模拟热处理,核安全分级,扫描电镜断口分析,有限元建模,棘轮效应,蠕变疲劳交互,腐蚀类型,,,材料损伤,试验和检验,风洞试验,胀焊接头,平板封头,负壳,,埋地管道,底部法兰,螺栓螺纹,,直管夹具,,厚钢板,POP换热器,核压力容器,带夹套容器,,,,,,,锅炉再热器,,,油气罐区,塔盘,气瓶泄露,,,压力筒,加热炉,热力耦合,轴向流动,大气暴露,,标准修订,轧制法,公式,焊接措施,,焊材储存,压力确定,应力,动力响应,SA543钢,,,Haynes 230镍基超合金,组织结构,均匀性,,碟形弹簧,水试压
MPC技术,超声非线性系数,混凝土温度,强度破坏,,金相及力学性能,椭圆度,泄漏率,当量实心板,峰值周期应力,特种设备,直接设计,固熔处理,安全阀,机理分析,PIPESTRESS有限元软件,弹性理论,蠕变疲劳,高温硫环烷酸腐蚀,,,失效模式,声发射检测,水压爆破试验,伸缩接头,压力容器用封头,双壳程,,燃气PE管道,快开门法兰,螺栓预紧载荷,,不锈钢换热管,,盲板头盖,脱丁烷塔进料换热器,塑料及其衬里制压力容器,大型容器,,,,,,,传感器,,,汽车罐车,高塔,天然气储气瓶,,,井筒内低品位余热,电站锅炉,热膨胀,NS4溶液,采气厂,,ISO标准,无单元Galerkin法,粘弹性模型,焊接变形,,真空钎焊,失稳压力,应力比,偏心力臂,XG630DR钢,,,爆破片与易熔合金塞串联组合装置,特殊结构,多线性随动强化,,方形人孔,
自动超声检测技术,组合泄放系数,适用温度,强度不匹配因子,,抗风性能,异径度,自振频率,定量风险分析,ANSYS数值模拟,承压设备常用材料,设计体制,模拟焊后热处理,安全评价,屈曲分析,模拟退火方法,弹性薄壳理论,疲劳断裂,应力腐蚀裂纹,,,缺陷评定,检测时间,检查与试验,油套管接头,S型封头,层间隔震,,天然气管道,,主螺栓螺纹副,,Inconel690合金管子,,钢板中心线,苯乙烯装置换热器,低温压力容器,移动容器,,,,,,,蒸汽加热器,,,单容罐,冷却塔,液化石油气钢瓶,,,三旋中心筒,重沸炉,动态热边界,流致振动,氢脆,,准则方程,最大最小循环计数法,BTC模型,振动焊接,,起裂焊道,允许压力损失,膜致应力,低温冲击功,ADB610钢,,,复合材料修复,显微结构,超弹性,,C形环,
室温应变强化技术,焊缝系数,韧脆转变温度,总应力强度,,改善性能,厚度减薄,失效率,量化,,炼油设备,设计问题,焊接与热处理,接管安全端,稳定性分析,焊接模拟试验,,疲劳寿命评估,冲刷腐蚀,,,椭圆形凹坑损伤,焊接与检验,Gleeble试验,绝缘接头,锥形封头组件,复合型多层真空绝热低温容器,,X80管道钢,,螺带,,矩形波纹管,,板翅式换热器,电厂换热器标准,制冷压力容器,低温绝热容器,,,,,,,低变再沸器,,,罐盖,甲醇吸收塔,气瓶水压外测法,,,,常压炉,热结构耦合,流体诱导振动,西气东输二线工程,,标准规范,图算法,破裂压力模型,焊接数据库,,等离子焊,公称压力,二次应力,预紧力,304H不锈钢,,,哈氏合金B3,局部结构,符合性评定,,形变马氏体,
技术特性,参数化绘图,保温温度,强度匹配,,热工性能,法律制度,地震功率谱,线性分量,,高耸设备,机械设计,热处理规范,合于使用评价,试样分析,模拟,,疲劳监测系统,耐腐蚀性,,,埋地管道缺陷,TOFD检测,楔形张开加载试验,环焊接头,球冠形端封头,镗孔壁厚,,横向共振管道,,螺旋扭片,,横掠管束,,平板,自支承式换热器,移动式压力容器,立式圆筒型储液容器,,,,,,,面式减温器,,,硫化罐,再生塔,CNG钢瓶,,,,乙烯裂解炉,换热阻力特性,汽液两相流,高温烟气,,RCCM规范,锤击法,RBTC模型,焊接工艺评定,,自动TIG焊,初始压力,应力分类,力学特性,异种钢,,,铝合金贮箱,结构优化,柔性探头,,形状重构,
复合复层技术,弯曲参数的选取,瞬态温度场,强度计算,,性能检验,同轴度,排放率,焊接质量,,化工设备设计,线路设计,局部热处理,安全重要物项,适应性分析,有限元方法FEM,,疲劳极限,电化学腐蚀,,,缺陷,破坏性检验,型式试验,内管接头,平管板封头,器壁,,快速卸压管道,,异种材料螺纹联接件,,出水管,,16MnRHIC板,浮头换热器,低温绝热压力容器,抗爆容器,,,,,,,钢丝绳隔振器,,,LNG燃料罐,甲醇合成塔,储气瓶组,,,,,加热带,液固耦合,加氢,,焊接标准,线性匹配方法,NK模型,全焊接,,钎焊,自紧压力,应力仿真,多功能化和搅拌过程自动化,07MnCrMoVDR钢,,,25Cr35NiNb合金,结构特性,垫片非线性,,形势,
